DATE_HOUR,HOURLYALTIMETERSETTING,HOURLYDEWPOINTTEMPF,HOURLYPRESENTWEATHERTYPE,HOURLYPRESSURETENDENCY,HOURLYRELATIVEHUMIDITY,HOURLYSEALEVELPRESSURE,HOURLYSKYCONDITIONS,HOURLYSTATIONPRESSURE,HOURLYVISIBILITY,HOURLYWETBULBTEMPF,HOURLYWINDSPEED,HOURLYDRYBULBTEMPF
2015-02-26 19,30.37,14.0,-1,4.443166074332871,44.0,30.38,4,29.73,10.0,29.0,17.0,34.0
2015-02-26 20,30.39,15.0,-1,3.0,47.0,30.4,4,29.75,10.0,28.0,16.0,33.0
2015-02-26 21,30.41,14.0,-1,4.443166074332871,47.0,30.43,2,29.76,10.0,27.0,20.0,32.0
2015-02-26 22,30.42,14.0,-1,4.443166074332871,47.0,30.43,3,29.78,10.0,27.0,16.0,32.0
2015-02-26 23,30.41,11.0,-1,0.0,45.0,30.42,4,29.76,10.0,25.0,20.0,30.0
2015-02-27 00,30.42,10.5,-1,4.443166074332871,44.0,30.43,3,29.785,10.0,25.0,19.0,30.0
2015-02-27 01,30.43,10.0,-1,4.443166074332871,45.0,30.44,1,29.78,10.0,24.0,17.0,29.0
2015-02-27 02,30.42,10.0,-1,0.0,47.0,30.43,1,29.78,10.0,24.0,15.0,28.0
2015-02-27 03,30.4,10.5,-1,4.443166074332871,50.0,30.425,1,29.775,10.0,23.0,14.0,27.0
2015-02-27 04,30.42,11.0,-1,4.443166074332871,53.0,30.43,3,29.78,10.0,22.0,10.0,26.0
2015-02-27 05,30.41,10.0,-1,6.0,51.0,30.43,3,29.76,10.0,22.0,15.0,26.0
2015-02-27 06,30.44,10.5,-1,6.0,52.0,30.44,3,29.79,10.0,22.0,14.0,26.0
2015-02-27 07,30.45,10.0,-1,4.443166074332871,51.0,30.46,2,29.81,10.0,22.0,13.0,26.0
2015-02-27 08,30.5,12.0,6,3.0,54.0,30.51,4,29.85,4.25,22.5,10.5,26.5
2015-02-27 09,30.5025,15.4,6,3.0,65.2,30.52,3,29.858,1.0625,22.8,10.8,25.8
2015-02-27 10,30.51,19.5,6,4.443166074332871,82.0,30.52,1,29.86,0.5,23.0,12.0,24.5
2015-02-27 11,30.5,21.0,6,8.0,86.5,30.51,1,29.85,0.5,23.5,9.5,24.5
2015-02-27 12,30.48,21.6666666667,6,8.0,87.0,30.5,4,29.8466666667,0.5,24.0,9.666666666669999,25.0
2015-02-27 13,30.436666666700003,22.0,6,4.443166074332871,85.3333333333,30.43,2,29.793333333299998,0.5,24.6666666667,14.0,25.6666666667
2015-02-27 14,30.42,23.0,6,5.0,88.0,30.44,3,29.78,0.5,25.0,9.5,26.0
2015-02-27 15,30.42,23.0,6,5.0,88.0,30.44,2,29.7866666667,0.5,25.0,9.0,26.0
2015-02-27 16,30.42,23.0,6,4.443166074332871,88.0,30.43,1,29.78,1.5,25.0,12.0,26.0
2015-02-27 17,30.42,21.75,6,5.0,83.0,30.44,3,29.78,3.125,25.0,11.75,26.25
2015-02-27 18,30.4266666667,21.75,6,5.0,83.0,30.445,3,29.785,6.0,25.0,9.5,26.25
2015-02-27 19,30.44,21.3333333333,6,4.443166074332871,81.6666666667,30.46,1,29.79,2.66666666667,24.6666666667,12.0,26.3333333333
2015-02-27 20,30.44,21.5,6,1.0,82.5,30.46,1,29.79,4.0,24.5,11.0,26.0
2015-02-27 21,30.44,21.6666666667,4,1.0,83.0,30.46,1,29.8,6.5,24.6666666667,9.333333333330001,26.0
2015-02-27 22,30.44,21.6666666667,0,4.443166074332871,82.6666666667,30.45,3,29.79,5.666666666669999,25.0,9.0,26.3333333333
2015-02-27 23,30.435,23.0,16,4.443166074332871,88.0,30.45,3,29.79,6.0,25.0,7.0,26.0
2015-02-28 00,30.416,23.0,16,8.0,87.6666666667,30.44,3,29.7783333333,7.8,25.0,8.0,26.1666666667
2015-02-28 01,30.4,23.0,0,4.443166074332871,87.5,30.42,3,29.75,8.25,25.0,7.5,26.25
2015-02-28 02,30.3933333333,23.0,0,6.0,85.0,30.41,4,29.75,9.333333333330001,25.0,7.333333333330001,27.0
2015-02-28 03,30.381999999999998,24.1666666667,4,6.0,90.0,30.405,3,29.74,3.2,25.6666666667,8.0,26.8333333333
2015-02-28 04,30.375,24.0,-1,4.443166074332871,89.0,30.4,4,29.73,8.5,26.0,8.5,27.0
2015-02-28 05,30.38,24.0,-1,6.0,89.0,30.4,4,29.73,10.0,26.0,8.0,27.0
2015-02-28 06,30.375,24.0,-1,6.0,89.0,30.395,3,29.74,10.0,26.0,8.333333333330001,27.0
2015-02-28 07,30.37,24.0,-1,4.443166074332871,89.0,30.39,4,29.73,10.0,26.0,7.0,27.0
2015-02-28 08,30.4,24.0,-1,3.0,85.0,30.41,4,29.75,10.0,26.0,8.0,28.0
2015-02-28 09,30.4,25.0,0,3.0,86.8333333333,30.415,4,29.7566666667,2.2,27.0,8.0,28.3333333333
2015-02-28 10,30.3925,25.75,0,4.443166074332871,88.75,30.41,4,29.75,3.125,27.75,8.25,28.75
2015-02-28 11,30.395,26.5,0,8.0,90.75,30.4,4,29.75,2.0625,28.0,6.75,28.75
2015-02-28 12,30.366,26.8333333333,0,8.0,87.8333333333,30.38,4,29.7283333333,2.65,28.8333333333,7.166666666669999,29.8333333333
2015-02-28 13,30.315,27.0,-1,4.443166074332871,88.0,30.33,4,29.675,7.5,29.0,8.0,30.0
2015-02-28 14,30.3,27.6666666667,1,6.0,89.0,30.32,4,29.66,4.83333333333,29.3333333333,6.333333333330001,30.6666666667
2015-02-28 15,30.305,28.0,0,6.0,90.6,30.32,4,29.668000000000003,4.5,29.6,6.6,30.6
2015-02-28 16,30.305999999999997,28.0,0,4.443166074332871,89.8,30.32,4,29.666,2.6,29.8,6.8,30.8
2015-02-28 17,30.3075,28.5,0,3.0,90.5,30.32,1,29.6675,2.75,30.0,6.5,31.0
2015-02-28 18,30.31,28.6666666667,4,3.0,92.3333333333,30.325,3,29.67,3.33333333333,29.6666666667,6.666666666669999,30.6666666667
2015-02-28 19,30.32,29.0,4,4.443166074332871,92.0,30.33,3,29.68,1.5,30.0,6.5,31.0
2015-02-28 20,30.33,29.0,4,3.0,92.0,30.35,3,29.69,1.5,30.0,8.0,31.0
2015-02-28 21,30.35,29.0,4,3.0,92.0,30.355,2,29.705,1.5,30.0,7.5,31.0
2015-02-28 22,30.34,30.0,4,4.443166074332871,96.0,30.35,2,29.7,1.5,31.0,5.0,31.0
2015-02-28 23,30.3333333333,30.0,0,8.0,92.3333333333,30.34,3,29.6933333333,4.66666666667,31.0,3.0,32.0
2015-03-01 00,30.31,30.0,0,8.0,92.0,30.33,3,29.69,4.0,31.0,0.0,32.0
2015-03-01 01,30.305,30.0,1,4.443166074332871,92.0,30.32,3,29.665,5.0,31.0,4.0,32.0
2015-03-01 02,30.29,30.0,1,6.0,92.0,30.3,3,29.65,5.0,31.0,5.0,32.0
2015-03-01 03,30.29,30.5,1,6.0,94.0,30.3,4,29.665,4.0,31.5,6.0,32.0
2015-03-01 04,30.293333333299998,31.0,4,4.443166074332871,96.0,30.3,4,29.6533333333,2.66666666667,32.0,7.666666666669999,32.0
2015-03-01 05,30.3,31.0,4,3.0,96.0,30.32,4,29.66,2.25,32.0,9.5,32.0
2015-03-01 06,30.31,31.0,4,3.0,96.0,30.32,4,29.675,2.0,32.0,8.5,32.0
2015-03-01 07,30.325,30.75,4,4.443166074332871,95.25,30.34,4,29.685,1.75,31.75,7.5,32.0
2015-03-01 08,30.34,32.0,4,1.0,96.0,30.36,4,29.6966666667,2.08333333333,33.0,8.333333333330001,33.0
2015-03-01 09,30.35,32.0,4,1.0,96.0,30.365,4,29.715,2.0,33.0,9.5,33.0
2015-03-01 10,30.36,33.3333333333,4,4.443166074332871,98.0,30.37,4,29.72,2.08333333333,34.0,9.0,34.0
2015-03-01 11,30.35,33.5,1,0.0,94.75,30.36,4,29.705,4.0,34.5,9.5,35.0
2015-03-01 12,30.345,33.6666666667,0,4.443166074332871,95.0,30.355,4,29.71,3.0,34.6666666667,10.3333333333,35.0
2015-03-01 13,30.32,34.0,-1,4.443166074332871,93.0,30.33,4,29.68,7.0,35.0,14.0,36.0
2015-03-01 14,30.31,34.0,-1,6.0,89.0,30.32,4,29.67,10.0,36.0,14.0,37.0
2015-03-01 15,30.32,34.0,-1,6.0,91.0,30.325,4,29.685,10.0,35.5,13.5,36.5
2015-03-01 16,30.32,34.0,-1,4.443166074332871,93.0,30.33,4,29.68,10.0,35.0,11.0,36.0
2015-03-01 17,30.33,34.0,-1,3.0,93.0,30.34,4,29.69,10.0,35.0,10.0,36.0
2015-03-01 18,30.33,34.0,-1,3.0,93.0,30.345,3,29.7,10.0,35.0,9.5,36.0
2015-03-01 19,30.355,34.0,-1,4.443166074332871,89.0,30.37,3,29.71,10.0,36.0,10.5,37.0
2015-03-01 20,30.3566666667,34.0,-1,3.0,88.3333333333,30.38,4,29.7133333333,10.0,36.0,11.333333333299999,37.0
2015-03-01 21,30.38,33.5,-1,3.0,87.5,30.385,4,29.735,10.0,35.5,11.0,37.0
2015-03-01 22,30.39,34.0,-1,4.443166074332871,93.0,30.4,3,29.75,10.0,35.0,13.0,36.0
2015-03-01 23,30.39,33.0,-1,1.0,89.0,30.39,3,29.75,8.0,35.0,15.0,36.0
2015-03-02 00,30.38,33.0,-1,1.0,89.0,30.39,4,29.75,10.0,35.0,15.0,36.0
2015-03-02 01,30.39,32.0,0,4.443166074332871,89.0,30.4,4,29.75,5.0,34.0,15.0,35.0
2015-03-02 02,30.375,33.0,0,8.0,93.0,30.37,4,29.735,5.0,34.0,11.0,35.0
2015-03-02 03,30.36,33.0,4,8.0,95.0,30.375,4,29.73,6.0,34.0,13.0,34.5
2015-03-02 04,30.35,32.0,-1,4.443166074332871,92.0,30.36,4,29.7,7.0,33.0,14.0,34.0
2015-03-02 05,30.37,32.0,-1,3.0,92.0,30.38,4,29.73,8.0,33.0,10.0,34.0
2015-03-02 06,30.37,32.0,4,3.0,94.0,30.385,4,29.74,1.5,33.0,11.5,33.5
2015-03-02 07,30.38,32.0,4,4.443166074332871,96.0,30.39,4,29.73,1.25,33.0,11.0,33.0
2015-03-02 08,30.385,32.0,4,3.0,92.0,30.39,4,29.74,1.25,33.0,12.5,34.0
2015-03-02 09,30.39,32.75,4,3.0,94.75,30.395,4,29.755,1.5,33.75,12.5,34.25
2015-03-02 10,30.385,34.0,4,4.443166074332871,96.0,30.39,4,29.74,1.5,35.0,10.0,35.0
2015-03-02 11,30.35,35.0,1,8.0,93.0,30.36,4,29.7,1.5,36.0,6.0,37.0
2015-03-02 12,30.33,35.0,1,8.0,91.6666666667,30.34,4,29.703333333299998,2.5,36.3333333333,6.0,37.3333333333
2015-03-02 13,30.28,36.0,1,4.443166074332871,93.0,30.29,4,29.64,2.5,37.0,6.0,38.0
2015-03-02 14,30.25,36.0,1,6.0,88.0,30.26,4,29.61,3.0,38.0,6.0,39.0
2015-03-02 15,30.22,36.5,1,6.0,91.0,30.245,4,29.605,3.0,38.0,5.5,39.0
2015-03-02 16,30.21,37.0,1,4.443166074332871,89.0,30.22,4,29.57,3.0,39.0,0.0,40.0
2015-03-02 17,30.2,38.0,1,6.0,93.0,30.21,4,29.56,3.0,39.0,0.0,40.0
2015-03-02 18,30.1966666667,37.75,1,6.0,93.0,30.21,4,29.565,2.5,38.75,0.75,39.75
2015-03-02 19,30.186666666700003,38.0,1,4.443166074332871,94.0,30.19,4,29.546666666700002,1.8333333333300001,38.6666666667,0.0,39.6666666667
2015-03-02 20,30.19,39.0,4,5.0,100.0,30.2,4,29.55,0.5,39.0,0.0,39.0
2015-03-02 21,30.185,39.3333333333,4,5.0,100.0,30.19,-1,29.5533333333,0.0,39.3333333333,0.0,39.3333333333
2015-03-02 22,30.17,39.6666666667,4,4.443166074332871,100.0,30.17,-1,29.53,0.0,39.6666666667,4.33333333333,39.6666666667
2015-03-02 23,30.14,40.0,4,8.0,100.0,30.15,-1,29.5,0.0,40.0,5.0,40.0
2015-03-03 00,30.1,40.0,4,8.0,100.0,30.13,-1,29.495,0.0,40.0,2.5,40.0
2015-03-03 01,30.11,40.0,4,4.443166074332871,100.0,30.11,-1,29.47,0.0,40.0,7.0,40.0
2015-03-03 02,30.08,40.0,4,6.0,100.0,30.08,4,29.44,0.0,40.0,5.0,40.0
2015-03-03 03,30.046666666700002,39.75,4,6.0,100.0,30.06,3,29.4225,1.5,39.75,4.75,39.75
2015-03-03 04,30.03,39.5,4,4.443166074332871,100.0,30.04,4,29.39,0.5,39.5,5.5,39.5
2015-03-03 05,30.0233333333,39.6666666667,1,5.0,100.0,30.03,4,29.383333333299998,4.0,39.6666666667,5.0,39.6666666667
2015-03-03 06,30.0,40.0,1,5.0,98.0,30.02,4,29.39,5.0,40.0,7.0,40.5
2015-03-03 07,29.99,41.0,1,4.443166074332871,96.3333333333,29.99,4,29.35,1.6666666666699999,41.3333333333,6.0,42.0
2015-03-03 08,30.0,42.5,1,5.0,98.5,30.0,4,29.36,2.0,42.5,5.5,43.0
2015-03-03 09,29.99,43.5,0,5.0,98.5,29.995,4,29.36,1.6666666666699999,43.5,6.75,44.0
2015-03-03 10,29.99,44.6666666667,4,4.443166074332871,95.3333333333,29.99,4,29.35,1.5,44.6666666667,5.0,45.6666666667
2015-03-03 11,29.98,45.5,1,8.0,96.5,29.97,4,29.34,1.5,45.5,2.5,46.5
2015-03-03 12,29.925,46.3333333333,1,8.0,95.6666666667,29.97,4,29.31,1.5,46.6666666667,1.0,47.6666666667
2015-03-03 13,29.88,48.0,1,4.443166074332871,97.0,29.88,4,29.24,1.5,48.0,3.0,49.0
2015-03-03 14,29.86,48.5,1,6.0,95.0,29.86,4,29.22,2.0,49.0,5.0,50.0
2015-03-03 15,29.84,49.3333333333,1,6.0,96.0,29.845,4,29.2166666667,1.25,49.3333333333,6.666666666669999,50.3333333333
2015-03-03 16,29.8225,51.25,1,4.443166074332871,97.75,29.82,4,29.1825,3.5,51.25,9.25,52.0
2015-03-03 17,29.8275,51.0,1,5.0,97.0,29.83,4,29.1875,3.25,51.0,8.5,52.0
2015-03-03 18,29.84,51.0,4,5.0,99.0,29.835,4,29.2133333333,2.0,51.0,7.333333333330001,51.3333333333
2015-03-03 19,29.85,51.25,1,4.443166074332871,100.0,29.86,4,29.215,3.5,51.25,5.75,51.25
2015-03-03 20,29.87,51.0,1,3.0,97.0,29.87,4,29.24,6.0,51.0,0.0,52.0
2015-03-03 21,29.87,51.0,1,3.0,99.0,29.87,4,29.2466666667,5.5,51.0,0.0,51.3333333333
2015-03-03 22,29.87,51.5,1,4.443166074332871,98.5,29.87,4,29.24,5.0,51.5,0.0,52.0
2015-03-03 23,29.87,51.0,1,7.0,100.0,29.86,4,29.24,6.0,51.0,0.0,51.0
2015-03-04 00,29.8533333333,50.75,1,7.0,99.0,29.855,4,29.225,4.33333333333,50.75,0.75,51.0
2015-03-04 01,29.845,51.0,1,4.443166074332871,100.0,29.84,4,29.21,3.5,51.0,3.0,51.0
2015-03-04 02,29.8383333333,51.0,4,5.0,100.0,29.86,4,29.203333333299998,0.875,51.0,4.66666666667,51.0
2015-03-04 03,29.85,51.0,4,5.0,100.0,29.85,4,29.23,0.0,51.0,4.5,51.0
2015-03-04 04,29.87,50.0,4,4.443166074332871,100.0,29.86,3,29.24,0.25,50.0,7.0,50.0
2015-03-04 05,29.883333333299998,50.0,4,3.0,100.0,29.88,4,29.2433333333,0.25,50.0,9.0,50.0
2015-03-04 06,29.8933333333,49.25,4,3.0,97.0,29.885,4,29.2575,3.75,49.25,9.25,50.0
2015-03-04 07,29.9025,48.0,0,4.443166074332871,95.25,29.91,4,29.2625,8.0,48.25,14.0,49.25
2015-03-04 08,29.93,47.0,0,3.0,96.0,29.93,3,29.29,5.0,47.0,13.0,48.0
2015-03-04 09,29.945,46.0,0,3.0,95.0,29.94,3,29.31,2.0,46.3333333333,15.0,47.3333333333
2015-03-04 10,29.95,42.5,0,4.443166074332871,93.0,29.94,3,29.31,3.0,43.5,17.0,44.5
2015-03-04 11,29.985,39.0,0,3.0,90.0,29.99,2,29.345,5.0,40.5,24.0,42.0
2015-03-04 12,29.985,37.6666666667,0,3.0,90.3333333333,29.985,4,29.3566666667,8.0,39.0,24.0,40.3333333333
2015-03-04 13,29.9966666667,34.3333333333,0,4.443166074332871,91.6666666667,30.0,3,29.3566666667,7.333333333330001,35.6666666667,24.0,36.6666666667
2015-03-04 14,29.9866666667,32.0,0,3.0,90.3333333333,30.0,3,29.3466666667,2.66666666667,33.3333333333,24.0,34.6666666667
2015-03-04 15,30.008000000000003,31.1666666667,0,3.0,89.6666666667,30.01,4,29.3716666667,10.0,32.8333333333,22.5,34.0
2015-03-04 16,30.063333333299997,30.0,0,4.443166074332871,92.3333333333,30.06,4,29.4233333333,1.9166666666699999,31.0,22.3333333333,32.0
2015-03-04 17,30.074,29.0,0,1.0,91.6,30.1,3,29.434,4.8,30.2,24.8,31.2
2015-03-04 18,30.115,28.6,0,1.0,90.8,30.12,3,29.476,4.375,30.0,25.4,31.0
2015-03-04 19,30.15,27.6666666667,0,4.443166074332871,89.6666666667,30.16,3,29.51,5.33333333333,29.3333333333,24.3333333333,30.3333333333
2015-03-04 20,30.1766666667,26.0,-1,3.0,85.0,30.2,4,29.5366666667,10.0,28.0,27.6666666667,30.0
2015-03-04 21,30.26,26.0,0,3.0,87.6666666667,30.25,3,29.61,7.0,28.0,24.6666666667,29.3333333333
2015-03-04 22,30.305999999999997,26.4,6,4.443166074332871,91.8,30.32,3,29.666,1.8,27.6,18.6,28.2
2015-03-04 23,30.304000000000002,25.6,6,1.0,95.2,30.34,3,29.664,0.0,26.6,21.4,26.8
2015-03-05 00,30.35,25.0,6,1.0,96.0,30.35,-1,29.7,0.25,26.0,19.5,26.0
2015-03-05 01,30.3975,24.0,6,4.443166074332871,92.0,30.42,4,29.7525,1.625,25.0,19.25,26.0
2015-03-05 02,30.3933333333,23.0,6,1.0,88.0,30.42,2,29.7466666667,7.666666666669999,25.0,19.6666666667,26.0
2015-03-05 03,30.405,21.3333333333,-1,1.0,84.6666666667,30.425,1,29.7733333333,9.5,24.3333333333,23.0,25.3333333333
2015-03-05 04,30.45,19.0,-1,4.443166074332871,78.0,30.46,3,29.81,10.0,23.0,16.0,25.0
2015-03-05 05,30.49,18.0,-1,3.0,77.0,30.5,2,29.84,10.0,22.0,16.0,24.0
2015-03-05 06,30.51,17.5,-1,3.0,79.5,30.515,2,29.865,10.0,21.0,15.5,23.0
2015-03-05 07,30.56,16.0,-1,4.443166074332871,78.0,30.58,1,29.91,10.0,20.0,11.0,22.0
2015-03-05 08,30.58,18.0,-1,3.0,75.0,30.6,1,29.93,10.0,23.0,11.0,25.0
2015-03-05 09,30.6,16.0,-1,3.0,64.5,30.61,1,29.955,10.0,24.0,13.5,27.0
2015-03-05 10,30.62,16.0,-1,4.443166074332871,56.0,30.64,1,29.97,10.0,26.0,13.0,30.0
2015-03-05 11,30.62,17.0,-1,0.0,56.0,30.64,0,29.97,10.0,27.0,9.0,31.0
2015-03-05 12,30.6,17.5,-1,4.443166074332871,55.0,30.63,0,29.975,10.0,27.5,8.5,32.0
2015-03-05 13,30.58,19.0,-1,4.443166074332871,54.0,30.6,0,29.93,10.0,29.0,7.0,34.0
2015-03-05 14,30.57,18.0,-1,6.0,48.0,30.59,0,29.92,10.0,31.0,13.0,36.0
2015-03-05 15,30.56,18.0,-1,6.0,46.0,30.58,0,29.93,10.0,31.5,11.0,37.0
2015-03-05 16,30.55,19.0,-1,4.443166074332871,45.0,30.56,0,29.9,10.0,33.0,7.0,39.0
2015-03-05 17,30.55,19.0,-1,6.0,46.0,30.57,0,29.9,10.0,32.0,7.0,38.0
2015-03-05 18,30.56,18.5,-1,6.0,48.0,30.575,0,29.92,10.0,31.5,5.0,36.5
2015-03-05 19,30.58,21.0,-1,4.443166074332871,57.0,30.6,0,29.93,10.0,30.0,3.0,35.0
2015-03-05 20,30.59,21.0,-1,2.0,61.0,30.6,0,29.94,10.0,29.0,5.0,33.0
2015-03-05 21,30.59,21.0,-1,2.0,61.0,30.605,0,29.955,10.0,29.0,5.0,33.0
2015-03-05 22,30.59,21.0,-1,4.443166074332871,69.0,30.61,0,29.94,10.0,27.0,5.0,30.0
2015-03-05 23,30.58,20.0,-1,8.0,66.0,30.6,0,29.93,10.0,27.0,7.0,30.0
2015-03-06 00,30.58,20.5,-1,8.0,69.0,30.6,0,29.945,10.0,26.5,7.0,29.5
2015-03-06 01,30.57,21.0,-1,4.443166074332871,81.0,30.59,0,29.92,10.0,24.0,8.0,26.0
2015-03-06 02,30.56,20.0,-1,8.0,72.0,30.58,0,29.91,10.0,25.0,9.0,28.0
2015-03-06 03,30.55,20.5,-1,8.0,73.5,30.57,0,29.92,10.0,25.5,8.5,28.0
2015-03-06 04,30.56,20.0,-1,4.443166074332871,81.0,30.57,0,29.91,10.0,23.0,6.0,25.0
2015-03-06 05,30.57,20.0,-1,3.0,81.0,30.58,0,29.92,10.0,23.0,5.0,25.0
2015-03-06 06,30.57,20.5,-1,3.0,84.5,30.58,1,29.935,9.0,23.0,2.5,24.5
2015-03-06 07,30.57,24.0,-1,4.443166074332871,79.0,30.58,1,29.92,9.0,28.0,6.0,30.0
2015-03-06 08,30.59,25.0,-1,3.0,72.0,30.6,1,29.94,10.0,30.0,3.0,33.0
2015-03-06 09,30.6,23.5,-1,3.0,61.0,30.605,0,29.96,10.0,32.0,5.5,36.0
2015-03-06 10,30.59,20.0,-1,4.443166074332871,41.0,30.6,1,29.94,10.0,36.0,5.0,42.0
2015-03-06 11,30.57,21.0,-1,8.0,40.0,30.58,0,29.92,10.0,38.0,7.0,44.0
2015-03-06 12,30.55,21.0,-1,8.0,38.5,30.57,0,29.925,10.0,38.5,5.0,45.0
2015-03-06 13,30.51,21.0,-1,4.443166074332871,34.0,30.52,0,29.86,10.0,41.0,3.0,48.0
2015-03-06 14,30.48,24.0,-1,8.0,38.0,30.48,0,29.83,10.0,42.0,0.0,49.0
2015-03-06 15,30.46,23.5,-1,8.0,35.5,30.475,0,29.835,10.0,43.0,2.5,50.0
2015-03-06 16,30.45,24.0,-1,4.443166074332871,35.0,30.46,0,29.81,10.0,44.0,5.0,51.0
2015-03-06 17,30.44,27.0,-1,6.0,43.0,30.45,1,29.79,10.0,42.0,6.0,49.0
2015-03-06 18,30.44,27.0,-1,6.0,46.0,30.45,1,29.805,10.0,40.5,6.0,47.0
2015-03-06 19,30.44,26.0,-1,4.443166074332871,49.0,30.45,1,29.79,10.0,38.0,7.0,44.0
2015-03-06 20,30.46,29.0,-1,3.0,60.0,30.47,1,29.81,10.0,37.0,9.0,42.0
2015-03-06 21,30.47,28.5,-1,3.0,60.0,30.47,1,29.83,10.0,36.5,9.5,41.5
2015-03-06 22,30.46,27.0,-1,4.443166074332871,60.0,30.47,1,29.81,10.0,35.0,9.0,40.0
2015-03-06 23,30.45,27.0,-1,8.0,70.0,30.45,0,29.81,10.0,33.0,6.0,36.0
2015-03-07 00,30.43,26.5,-1,8.0,70.0,30.445,0,29.805,10.0,32.5,7.0,35.5
2015-03-07 01,30.43,27.0,-1,4.443166074332871,67.0,30.44,0,29.78,10.0,33.0,0.0,37.0
2015-03-07 02,30.43,26.0,-1,6.0,70.0,30.44,0,29.78,10.0,32.0,0.0,35.0
2015-03-07 03,30.43,26.0,-1,6.0,72.5,30.435,0,29.795,10.0,31.0,1.5,34.0
2015-03-07 04,30.43,26.0,-1,4.443166074332871,79.0,30.43,0,29.78,10.0,30.0,7.0,32.0
2015-03-07 05,30.44,25.0,-1,3.0,82.0,30.44,1,29.79,10.0,28.0,0.0,30.0
2015-03-07 06,30.44,25.0,-1,3.0,80.5,30.445,2,29.805,10.0,28.5,1.5,30.5
2015-03-07 07,30.44,29.0,-1,4.443166074332871,82.0,30.44,2,29.79,10.0,32.0,3.0,34.0
2015-03-07 08,30.46,29.0,-1,3.0,60.0,30.46,3,29.81,10.0,37.0,6.0,42.0
2015-03-07 09,30.46,30.0,-1,3.0,57.0,30.46,3,29.825,10.0,39.0,7.0,44.5
2015-03-07 10,30.45,30.0,-1,4.443166074332871,43.0,30.45,1,29.81,10.0,45.0,11.0,52.0
2015-03-07 11,30.43,30.0,-1,8.0,38.0,30.43,1,29.78,10.0,47.0,6.0,55.0
2015-03-07 12,30.39,30.0,-1,8.0,36.5,30.41,1,29.78,10.0,48.5,6.0,56.5
2015-03-07 13,30.35,30.0,-1,4.443166074332871,33.0,30.35,1,29.7,10.0,51.0,6.0,59.0
2015-03-07 14,30.31,30.0,-1,7.0,31.0,30.31,1,29.67,10.0,53.0,7.0,61.0
2015-03-07 15,30.3,30.5,-1,7.0,32.0,30.305,3,29.675,10.0,52.5,7.0,60.5
2015-03-07 16,30.29,32.0,-1,4.443166074332871,35.0,30.29,3,29.65,10.0,52.0,10.0,60.0
2015-03-07 17,30.28,34.0,-1,6.0,42.0,30.28,3,29.64,10.0,49.0,13.0,57.0
2015-03-07 18,30.28,33.5,-1,6.0,43.0,30.28,3,29.65,10.0,48.0,11.0,56.0
2015-03-07 19,30.29,35.0,-1,4.443166074332871,51.0,30.29,4,29.65,10.0,46.0,9.0,53.0
2015-03-07 20,30.29,34.0,-1,0.0,50.0,30.29,4,29.65,10.0,45.0,7.0,52.0
2015-03-07 21,30.29,34.0,-1,4.443166074332871,50.0,30.29,4,29.665,10.0,45.0,9.0,52.0
2015-03-07 22,30.29,32.0,-1,4.443166074332871,47.0,30.29,4,29.65,10.0,45.0,15.0,52.0
2015-03-07 23,30.27,35.0,-1,8.0,57.0,30.27,3,29.63,10.0,44.0,6.0,50.0
2015-03-08 00,30.24,34.0,-1,8.0,54.5,30.255,4,29.625,10.0,44.0,7.5,50.0
2015-03-08 01,30.21,32.0,-1,4.443166074332871,50.0,30.21,4,29.57,10.0,43.0,6.0,50.0
2015-03-08 02,30.2,35.0,-1,6.0,59.0,30.2,4,29.56,10.0,43.0,8.0,49.0
2015-03-08 03,30.19,34.0,-1,6.0,55.5,30.19,4,29.57,10.0,43.5,8.5,49.5
2015-03-08 04,30.18,34.0,-1,4.443166074332871,54.0,30.18,4,29.54,10.0,44.0,9.0,50.0
2015-03-08 05,30.17,35.0,-1,6.0,57.0,30.17,4,29.53,10.0,44.0,11.0,50.0
2015-03-08 06,30.19,37.5,0,6.0,67.0,30.18,4,29.555,9.0,44.0,8.5,48.5
2015-03-08 07,30.21,40.0,0,4.443166074332871,79.0,30.21,3,29.57,8.0,43.0,10.0,46.0
2015-03-08 08,30.21,42.0,0,0.0,86.0,30.21,3,29.57,8.0,44.0,6.0,46.0
2015-03-08 09,30.23,42.5,0,4.443166074332871,86.0,30.215,4,29.595,7.0,44.5,7.5,46.5
2015-03-08 10,30.2266666667,44.3333333333,1,4.443166074332871,91.0,30.22,3,29.5866666667,6.333333333330001,45.0,10.3333333333,46.6666666667
2015-03-08 11,30.19,44.0,1,8.0,90.0,30.19,3,29.55,6.0,45.0,11.0,47.0
2015-03-08 12,30.17,45.3333333333,-1,8.0,88.6666666667,30.17,3,29.543333333299998,8.5,46.6666666667,11.666666666700001,48.6666666667
2015-03-08 13,30.12,45.0,-1,4.443166074332871,83.0,30.12,3,29.48,10.0,47.0,9.0,50.0
2015-03-08 14,30.1,45.0,-1,6.0,83.0,30.09,4,29.46,9.0,47.0,10.0,50.0
2015-03-08 15,30.09,45.3333333333,-1,6.0,86.3333333333,30.09,4,29.4633333333,8.0,47.0,11.666666666700001,49.3333333333
2015-03-08 16,30.08,45.0,-1,4.443166074332871,89.0,30.08,4,29.44,10.0,46.0,14.0,48.0
